,Model,Publication Year,Research Areas
10213,AlexNet,2022,Geochemistry & Geophysics
10214,AlexNet,2022,Engineering
10215,AlexNet,2022,Remote Sensing
10216,AlexNet,2022,Imaging Science & Photographic Technology
10217,AlexNet,2021,Computer Science
10218,AlexNet,2021,Engineering
10219,AlexNet,2021,Computer Science
10220,AlexNet,2020,Automation & Control Systems
10221,AlexNet,2019,Others
10222,AlexNet,2019,Computer Science
10223,AlexNet,2019,Engineering
10224,AlexNet,2018,Computer Science
10225,AlexNet,2018,Computer Science
10226,AlexNet,2018,Engineering
10227,AlexNet,2017,Computer Science
10228,AlexNet,2017,Engineering
10229,AlexNet,2015,Computer Science
10230,AlexNet,2022,Engineering
10231,AlexNet,2020,Mathematics
10232,AlexNet,2020,Engineering
10233,AlexNet,2020,"Radiology, Nuclear Medicine & Medical Imaging"
10234,AlexNet,2020,Computer Science
10235,AlexNet,2020,Robotics
10236,AlexNet,2019,Computer Science
10237,AlexNet,2019,Imaging Science & Photographic Technology
10238,AlexNet,2019,Computer Science
10239,AlexNet,2019,Computer Science
10240,AlexNet,2019,Imaging Science & Photographic Technology
10241,AlexNet,2019,Computer Science
10242,AlexNet,2019,Imaging Science & Photographic Technology
10243,AlexNet,2016,Computer Science
10244,AlexNet,2022,Computer Science
10245,AlexNet,2022,Engineering
10246,AlexNet,2021,Computer Science
10247,AlexNet,2021,Medical Informatics
10248,AlexNet,2020,Computer Science
10249,AlexNet,2020,Computer Science
10250,AlexNet,2020,Engineering
10251,AlexNet,2019,Computer Science
10252,AlexNet,2019,Computer Science
10253,AlexNet,2019,Imaging Science & Photographic Technology
10254,AlexNet,2018,Computer Science
10255,AlexNet,2022,Environmental Sciences & Ecology
10256,AlexNet,2022,Geology
10257,AlexNet,2022,Remote Sensing
10258,AlexNet,2022,Imaging Science & Photographic Technology
10259,AlexNet,2021,Others
10260,AlexNet,2021,Computer Science
10261,AlexNet,2020,Engineering
10262,AlexNet,2019,Health Care Sciences & Services
10263,AlexNet,2019,Medical Informatics
10264,AlexNet,2019,Others
10265,AlexNet,2019,Others
10266,AlexNet,2018,Computer Science
10267,AlexNet,2017,Computer Science
10268,AlexNet,2017,Imaging Science & Photographic Technology
10269,AlexNet,2022,Computer Science
10270,AlexNet,2022,Imaging Science & Photographic Technology
10271,AlexNet,2021,Chemistry
10272,AlexNet,2021,Others
10273,AlexNet,2021,Energy & Fuels
10274,AlexNet,2021,Computer Science
10275,AlexNet,2020,Engineering
10276,AlexNet,2020,Optics
10277,AlexNet,2020,Engineering
10278,AlexNet,2020,Instruments & Instrumentation
10279,AlexNet,2020,Engineering
10280,AlexNet,2018,Computer Science
10281,AlexNet,2018,Engineering
10282,AlexNet,2018,Telecommunications
10283,AlexNet,2018,Computer Science
10284,AlexNet,2018,Engineering
10285,AlexNet,2017,Engineering
10286,AlexNet,2017,Imaging Science & Photographic Technology
10287,AlexNet,2022,Medical Informatics
10288,AlexNet,2022,Computer Science
10289,AlexNet,2022,Engineering
10290,AlexNet,2022,Telecommunications
10291,AlexNet,2021,Computer Science
10292,AlexNet,2021,Telecommunications
10293,AlexNet,2020,Computer Science
10294,AlexNet,2019,Computer Science
10295,AlexNet,2019,Engineering
10296,AlexNet,2019,Imaging Science & Photographic Technology
10297,AlexNet,2019,Optics
10298,AlexNet,2017,Computer Science
10299,AlexNet,2017,Engineering
10300,AlexNet,2021,Mathematical & Computational Biology
10301,AlexNet,2021,Neurosciences & Neurology
10302,AlexNet,2020,Engineering
10303,AlexNet,2018,Engineering
10304,AlexNet,2017,Computer Science
10305,AlexNet,2017,Engineering
10306,AlexNet,2017,Mathematical & Computational Biology
10307,AlexNet,2022,Computer Science
10308,AlexNet,2022,Engineering
10309,AlexNet,2022,Physics
10310,AlexNet,2020,Science & Technology - Other Topics
10311,AlexNet,2020,Computer Science
10312,AlexNet,2019,Automation & Control Systems
10313,AlexNet,2019,Computer Science
10314,AlexNet,2019,Robotics
10315,AlexNet,2019,Computer Science
10316,AlexNet,2021,Optics
10317,AlexNet,2021,Imaging Science & Photographic Technology
10318,AlexNet,2020,Computer Science
10319,AlexNet,2020,Engineering
10320,AlexNet,2019,Engineering
10321,AlexNet,2019,Engineering
10322,AlexNet,2019,Telecommunications
10323,AlexNet,2019,Computer Science
10324,AlexNet,2019,Engineering
10325,AlexNet,2019,Physics
10326,AlexNet,2017,Automation & Control Systems
10327,AlexNet,2017,Computer Science
10328,AlexNet,2017,Telecommunications
10329,AlexNet,2015,Computer Science
10330,AlexNet,2021,Computer Science
10331,AlexNet,2021,Computer Science
10332,AlexNet,2020,Computer Science
10333,AlexNet,2020,Telecommunications
10334,AlexNet,2020,Automation & Control Systems
10335,AlexNet,2020,Engineering
10336,AlexNet,2020,Telecommunications
10337,AlexNet,2018,Computer Science
10338,AlexNet,2021,Computer Science
10339,AlexNet,2021,Telecommunications
10340,AlexNet,2021,Science & Technology - Other Topics
10341,AlexNet,2020,Computer Science
10342,AlexNet,2020,Engineering
10343,AlexNet,2019,Computer Science
10344,AlexNet,2019,Computer Science
10345,AlexNet,2019,Engineering
10346,AlexNet,2017,Computer Science
10347,AlexNet,2017,Robotics
10348,AlexNet,2017,Automation & Control Systems
10349,AlexNet,2017,Computer Science
10350,AlexNet,2022,Computer Science
10351,AlexNet,2022,Engineering
10352,AlexNet,2020,Imaging Science & Photographic Technology
10353,AlexNet,2020,Computer Science
10354,AlexNet,2019,Others
10355,AlexNet,2019,Energy & Fuels
10356,AlexNet,2019,Engineering
10357,AlexNet,2019,Others
10358,AlexNet,2019,Engineering
10359,AlexNet,2019,Optics
10360,AlexNet,2017,Computer Science
10361,AlexNet,2017,Engineering
10362,AlexNet,2017,Computer Science
10363,AlexNet,2017,Engineering
10364,AlexNet,2015,Computer Science
10365,AlexNet,2015,Imaging Science & Photographic Technology
10366,AlexNet,2015,Computer Science
10367,AlexNet,2015,Engineering
10368,AlexNet,2021,Computer Science
10369,AlexNet,2021,Geology
10370,AlexNet,2021,Computer Science
10371,AlexNet,2021,Engineering
10372,AlexNet,2020,Computer Science
10373,AlexNet,2019,Engineering
10374,AlexNet,2019,Optics
10375,AlexNet,2019,Computer Science
10376,AlexNet,2018,Computer Science
10377,AlexNet,2018,Imaging Science & Photographic Technology
10378,AlexNet,2016,Computer Science
10379,AlexNet,2022,Engineering
10380,AlexNet,2022,Materials Science
10381,AlexNet,2022,Physics
10382,AlexNet,2022,Computer Science
10383,AlexNet,2021,Computer Science
10384,AlexNet,2021,Engineering
10385,AlexNet,2021,Computer Science
10386,AlexNet,2020,Agriculture
10387,AlexNet,2019,Computer Science
10388,AlexNet,2019,Computer Science
10389,AlexNet,2018,Computer Science
10390,AlexNet,2018,Construction & Building Technology
10391,AlexNet,2018,Engineering
10392,AlexNet,2018,Transportation
10393,AlexNet,2018,Engineering
10394,AlexNet,2018,Computer Science
10395,AlexNet,2018,Optics
10396,AlexNet,2018,Imaging Science & Photographic Technology
10397,AlexNet,2017,Computer Science
10398,AlexNet,2017,Engineering
10399,AlexNet,2017,Optics
10400,AlexNet,2021,Computer Science
10401,AlexNet,2020,Engineering
10402,AlexNet,2020,Transportation
10403,AlexNet,2020,Computer Science
10404,AlexNet,2020,Engineering
10405,AlexNet,2020,Telecommunications
10406,AlexNet,2019,Engineering
10407,AlexNet,2019,Automation & Control Systems
10408,AlexNet,2019,Engineering
10409,AlexNet,2018,Computer Science
10410,AlexNet,2018,Engineering
10411,AlexNet,2017,Computer Science
10412,AlexNet,2017,Engineering
10413,AlexNet,2017,Computer Science
10414,AlexNet,2021,Computer Science
10415,AlexNet,2021,Engineering
10416,AlexNet,2021,Physics
10417,AlexNet,2022,Computer Science
10418,AlexNet,2022,Imaging Science & Photographic Technology
10419,AlexNet,2022,Computer Science
10420,AlexNet,2020,Computer Science
10421,AlexNet,2020,Automation & Control Systems
10422,AlexNet,2020,Computer Science
10423,AlexNet,2020,Engineering
10424,AlexNet,2019,General & Internal Medicine
10425,AlexNet,2019,Others
10426,AlexNet,2019,Others
10427,AlexNet,2019,Engineering
10428,AlexNet,2022,Engineering
10429,AlexNet,2022,Instruments & Instrumentation
10430,AlexNet,2022,Computer Science
10431,AlexNet,2022,Engineering
10432,AlexNet,2022,Physics
10433,AlexNet,2021,Computer Science
10434,AlexNet,2021,Engineering
10435,AlexNet,2021,Telecommunications
10436,AlexNet,2020,Engineering
10437,AlexNet,2020,Optics
10438,AlexNet,2020,Neurosciences & Neurology
10439,AlexNet,2020,Computer Science
10440,AlexNet,2020,Engineering
10441,AlexNet,2020,Telecommunications
10442,AlexNet,2019,Computer Science
10443,AlexNet,2019,Automation & Control Systems
10444,AlexNet,2019,Engineering
10445,AlexNet,2019,Robotics
10446,AlexNet,2018,Computer Science
10447,AlexNet,2018,Engineering
10448,AlexNet,2018,Computer Science
10449,AlexNet,2018,Engineering
10450,AlexNet,2017,Computer Science
10451,AlexNet,2017,Engineering
10452,AlexNet,2017,Telecommunications
10453,AlexNet,2022,Automation & Control Systems
10454,AlexNet,2022,Instruments & Instrumentation
10455,AlexNet,2021,Optics
10456,AlexNet,2021,Computer Science
10457,AlexNet,2021,Engineering
10458,AlexNet,2020,Computer Science
10459,AlexNet,2020,Engineering
10460,AlexNet,2020,Imaging Science & Photographic Technology
10461,AlexNet,2020,Computer Science
10462,AlexNet,2020,Education & Educational Research
10463,AlexNet,2015,Computer Science
10464,AlexNet,2022,Computer Science
10465,AlexNet,2019,Science & Technology - Other Topics
10466,AlexNet,2019,Computer Science
10467,AlexNet,2019,Engineering
10468,AlexNet,2019,Operations Research & Management Science
10469,AlexNet,2019,Computer Science
10470,AlexNet,2019,Engineering
10471,AlexNet,2019,Computer Science
10472,AlexNet,2019,Engineering
10473,AlexNet,2017,Computer Science
10474,AlexNet,2017,Engineering
10475,AlexNet,2017,Imaging Science & Photographic Technology
10476,AlexNet,2021,Engineering
10477,AlexNet,2022,Computer Science
10478,AlexNet,2022,Computer Science
10479,AlexNet,2022,Others
10480,AlexNet,2021,Materials Science
10481,AlexNet,2020,Environmental Sciences & Ecology
10482,AlexNet,2020,Physical Geography
10483,AlexNet,2020,Geology
10484,AlexNet,2019,Computer Science
10485,AlexNet,2019,Engineering
10486,AlexNet,2018,Computer Science
10487,AlexNet,2018,Engineering
10488,AlexNet,2020,Chemistry
10489,AlexNet,2020,Engineering
10490,AlexNet,2020,Materials Science
10491,AlexNet,2020,Physics
10492,AlexNet,2020,Engineering
10493,AlexNet,2020,Robotics
10494,AlexNet,2020,Geochemistry & Geophysics
10495,AlexNet,2020,Engineering
10496,AlexNet,2020,Remote Sensing
10497,AlexNet,2020,Imaging Science & Photographic Technology
10498,AlexNet,2020,Computer Science
10499,AlexNet,2020,Imaging Science & Photographic Technology
10500,AlexNet,2020,Computer Science
10501,AlexNet,2020,Engineering
10502,AlexNet,2020,Telecommunications
10503,AlexNet,2019,Engineering
10504,AlexNet,2019,Computer Science
10505,AlexNet,2018,Engineering
10506,AlexNet,2018,Optics
10507,AlexNet,2017,Computer Science
10508,AlexNet,2022,Biochemistry & Molecular Biology
10509,AlexNet,2022,Computer Science
10510,AlexNet,2022,Mathematics
10511,AlexNet,2020,Imaging Science & Photographic Technology
10512,AlexNet,2019,Engineering
10513,AlexNet,2019,"Radiology, Nuclear Medicine & Medical Imaging"
10514,AlexNet,2018,Computer Science
10515,AlexNet,2016,Computer Science
10516,AlexNet,2021,Computer Science
10517,AlexNet,2021,Engineering
10518,AlexNet,2021,Geochemistry & Geophysics
10519,AlexNet,2021,Engineering
10520,AlexNet,2021,Remote Sensing
10521,AlexNet,2021,Imaging Science & Photographic Technology
10522,AlexNet,2020,Engineering
10523,AlexNet,2020,Optics
10524,AlexNet,2020,Imaging Science & Photographic Technology
10525,AlexNet,2020,Engineering
10526,AlexNet,2020,Transportation
10527,AlexNet,2019,Agriculture
10528,AlexNet,2019,Others
10529,AlexNet,2019,Energy & Fuels
10530,AlexNet,2019,Computer Science
10531,AlexNet,2019,Imaging Science & Photographic Technology
10532,AlexNet,2019,Computer Science
10533,AlexNet,2019,Engineering
10534,AlexNet,2019,Computer Science
10535,AlexNet,2019,Engineering
10536,AlexNet,2019,Telecommunications
10537,AlexNet,2018,Computer Science
10538,AlexNet,2018,Computer Science
10539,AlexNet,2019,Automation & Control Systems
10540,AlexNet,2017,Automation & Control Systems
10541,AlexNet,2017,Computer Science
10542,AlexNet,2017,Engineering
10543,AlexNet,2022,Computer Science
10544,AlexNet,2022,Computer Science
10545,AlexNet,2022,Computer Science
10546,AlexNet,2022,Engineering
10547,AlexNet,2022,Physics
10548,AlexNet,2022,Mathematical & Computational Biology
10549,AlexNet,2022,Neurosciences & Neurology
10550,AlexNet,2022,Chemistry
10551,AlexNet,2022,Engineering
10552,AlexNet,2022,Instruments & Instrumentation
10553,AlexNet,2022,Computer Science
10554,AlexNet,2022,Robotics
10555,AlexNet,2022,Neurosciences & Neurology
10556,AlexNet,2021,Computer Science
10557,AlexNet,2020,Others
10558,AlexNet,2020,Computer Science
10559,AlexNet,2020,Computer Science
10560,AlexNet,2020,Engineering
10561,AlexNet,2020,Telecommunications
10562,AlexNet,2020,Engineering
10563,AlexNet,2019,Computer Science
10564,AlexNet,2019,Engineering
10565,AlexNet,2019,Robotics
10566,AlexNet,2022,Optics
10567,AlexNet,2022,Physics
10568,AlexNet,2022,Agriculture
10569,AlexNet,2022,Others
10570,AlexNet,2021,Life Sciences & Biomedicine - Other Topics
10571,AlexNet,2021,Computer Science
10572,AlexNet,2021,Engineering
10573,AlexNet,2021,Mathematical & Computational Biology
10574,AlexNet,2022,Construction & Building Technology
10575,AlexNet,2022,Engineering
10576,AlexNet,2022,Instruments & Instrumentation
10577,AlexNet,2020,Computer Science
10578,AlexNet,2020,Engineering
10579,AlexNet,2020,Telecommunications
10580,AlexNet,2019,Computer Science
10581,AlexNet,2019,Engineering
10582,AlexNet,2019,Telecommunications
10583,AlexNet,2017,Computer Science
10584,AlexNet,2017,Robotics
10585,AlexNet,2022,Mathematical & Computational Biology
10586,AlexNet,2022,Neurosciences & Neurology
10587,AlexNet,2022,Computer Science
10588,AlexNet,2022,Engineering
10589,AlexNet,2022,Telecommunications
10590,AlexNet,2021,Environmental Sciences & Ecology
10591,AlexNet,2021,Geochemistry & Geophysics
10592,AlexNet,2021,Engineering
10593,AlexNet,2021,Remote Sensing
10594,AlexNet,2021,Imaging Science & Photographic Technology
10595,AlexNet,2021,Computer Science
10596,AlexNet,2021,Engineering
10597,AlexNet,2021,Telecommunications
10598,AlexNet,2020,Imaging Science & Photographic Technology
10599,AlexNet,2020,Others
10600,AlexNet,2020,Computer Science
10601,AlexNet,2019,Computer Science
10602,AlexNet,2018,Computer Science
10603,AlexNet,2018,Engineering
10604,AlexNet,2018,Computer Science
10605,AlexNet,2017,Imaging Science & Photographic Technology
10606,AlexNet,2017,Imaging Science & Photographic Technology
10607,AlexNet,2016,Engineering
10608,AlexNet,2022,Engineering
10609,AlexNet,2021,Engineering
10610,AlexNet,2021,Others
10611,AlexNet,2021,Others
10612,AlexNet,2021,Computer Science
10613,AlexNet,2021,Engineering
10614,AlexNet,2021,Computer Science
10615,AlexNet,2020,Computer Science
10616,AlexNet,2020,Engineering
10617,AlexNet,2020,Telecommunications
10618,AlexNet,2020,Computer Science
10619,AlexNet,2020,Computer Science
10620,AlexNet,2020,Computer Science
10621,AlexNet,2020,Education & Educational Research
10622,AlexNet,2019,Materials Science
10623,AlexNet,2019,Computer Science
10624,AlexNet,2019,Engineering
10625,AlexNet,2021,Engineering
10626,AlexNet,2021,Computer Science
10627,AlexNet,2021,Engineering
10628,AlexNet,2021,Imaging Science & Photographic Technology
10629,AlexNet,2021,Computer Science
10630,AlexNet,2021,Engineering
10631,AlexNet,2021,Imaging Science & Photographic Technology
10632,AlexNet,2019,Computer Science
10633,AlexNet,2019,Imaging Science & Photographic Technology
10634,AlexNet,2019,Computer Science
10635,AlexNet,2019,Computer Science
10636,AlexNet,2017,Computer Science
10637,AlexNet,2021,Computer Science
10638,AlexNet,2016,Computer Science
10639,AlexNet,2022,Science & Technology - Other Topics
10640,AlexNet,2022,Others
10641,AlexNet,2022,Computer Science
10642,AlexNet,2022,Operations Research & Management Science
10643,AlexNet,2022,Computer Science
10644,AlexNet,2022,Engineering
10645,AlexNet,2022,Imaging Science & Photographic Technology
10646,AlexNet,2021,Engineering
10647,AlexNet,2020,Chemistry
10648,AlexNet,2020,Engineering
10649,AlexNet,2020,Instruments & Instrumentation
10650,AlexNet,2020,Computer Science
10651,AlexNet,2020,Engineering
10652,AlexNet,2020,Telecommunications
10653,AlexNet,2019,Optics
10654,AlexNet,2019,Computer Science
10655,AlexNet,2019,Engineering
10656,AlexNet,2018,Computer Science
10657,AlexNet,2018,Robotics
10658,AlexNet,2018,Computer Science
10659,AlexNet,2018,Engineering
10660,AlexNet,2022,Computer Science
10661,AlexNet,2022,Chemistry
10662,AlexNet,2022,Engineering
10663,AlexNet,2022,Instruments & Instrumentation
10664,AlexNet,2022,Engineering
10665,AlexNet,2022,Environmental Sciences & Ecology
10666,AlexNet,2021,Computer Science
10667,AlexNet,2020,Construction & Building Technology
10668,AlexNet,2020,Engineering
10669,AlexNet,2017,Computer Science
10670,AlexNet,2017,Engineering
10671,AlexNet,2016,Computer Science
10672,AlexNet,2015,Computer Science
10673,AlexNet,2022,Computer Science
10674,AlexNet,2019,Computer Science
10675,AlexNet,2019,Engineering
10676,AlexNet,2019,Telecommunications
10677,AlexNet,2022,Computer Science
10678,AlexNet,2022,Engineering
10679,AlexNet,2022,Science & Technology - Other Topics
10680,AlexNet,2022,Computer Science
10681,AlexNet,2021,Computer Science
10682,AlexNet,2021,Engineering
10683,AlexNet,2021,Construction & Building Technology
10684,AlexNet,2021,Engineering
10685,AlexNet,2021,Computer Science
10686,AlexNet,2021,Engineering
10687,AlexNet,2021,Imaging Science & Photographic Technology
10688,AlexNet,2021,Computer Science
10689,AlexNet,2021,Engineering
10690,AlexNet,2021,Telecommunications
10691,AlexNet,2020,Computer Science
10692,AlexNet,2019,Computer Science
10693,AlexNet,2018,Computer Science
10694,AlexNet,2018,Imaging Science & Photographic Technology
10695,AlexNet,2022,Computer Science
10696,AlexNet,2022,Materials Science
10697,AlexNet,2022,Mathematics
10698,AlexNet,2021,Chemistry
10699,AlexNet,2021,Engineering
